"Package","Class","Method","Groups","Priority","Enabled","Desc"
"security","SecurityTests","testBrokenObjectLevelAuthorization","none","12","ENABLED","OWASP API A01: Test BOLA Ã¢â‚¬â€ access another user's profile data"
"security","SecurityTests","testNoSecretsInPageSource","none","13","ENABLED","QA secrets and passwords must not appear in page HTML source"
"security","SecurityTests","testTokenClearedOnLogout","none","14","ENABLED","Token in localStorage should be cleared after logout"
"security","SecurityTests","testContentSecurityPolicyHeader","none","15","ENABLED","Content-Security-Policy header should be present"
"smoke","SmokeTests","verifyAppLoads","""smoke""","1","ENABLED","Verify application loads and shows welcome/onboarding screen"
"smoke","SmokeTests","verifyOnboardingFlow","""smoke""","2","ENABLED","Complete onboarding slides and reach login screen"
"smoke","SmokeTests","verifyLoginQABypass","""smoke""","3","ENABLED","Login with QA bypass and verify token generation"
"smoke","SmokeTests","verifyCompleteUserJourney","""smoke""","4","ENABLED","Complete full onboarding â†’ login â†’ profile creation flow"
"smoke","SmokeTests","verifyAPIResponds","""smoke""","5","ENABLED","Verify GraphQL API responds to QA login mutation"
"subscription","SubscriptionTests","testSubscriptionPageLoads","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Subscription page loads after login"
"subscription","SubscriptionTests","testSubscriptionPlansListed","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Subscription plans are listed on the subscription page"
"subscription","SubscriptionTests","testFreePlanVisible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Free/Basic plan option is visible on subscription page"
"subscription","SubscriptionTests","testPremiumPlanVisible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Premium/Pro plan option is visible on subscription page"
"subscription","SubscriptionTests","testCurrentPlanDisplayed","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Current active subscription plan is displayed to the user"
"subscription","SubscriptionTests","testUpgradeButtonAccessible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Upgrade/Subscribe button is accessible on the subscription page"
"subscription","SubscriptionTests","testSettingsPageLoads","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Settings page loads and is accessible after login"
"subscription","SubscriptionTests","testUnauthenticatedSubscriptionRedirects","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Accessing subscription URL without login redirects to login page"
"websocket","BulkMessageReadTests","testBulkMarkRead","TestGroups.WEBSOCKET, TestGroups.P2","0","ENABLED","Opening conversation marks all messages as read"
"websocket","BulkMessageReadTests","testUnreadCountUpdates","TestGroups.WEBSOCKET, TestGroups.P3","0","ENABLED","Unread count updates via WebSocket after read"
"websocket","TimezoneWebSocketTests","testMessageTimestampTimezone","TestGroups.WEBSOCKET, TestGroups.P3","0","ENABLED","Message timestamps are in correct timezone"
"websocket","WebSocketConnectionTests","testWebSocketConnects","TestGroups.WEBSOCKET, TestGroups.P1","0","ENABLED","WebSocket connection established on messaging page"
"websocket","WebSocketConnectionTests","testWebSocketReconnect","TestGroups.WEBSOCKET, TestGroups.P2","0","ENABLED","WebSocket reconnects after brief disconnect"
"websocket","WebSocketMessageTests","testRealTimeMessageDelivery","TestGroups.WEBSOCKET, TestGroups.P1","0","ENABLED","Message delivered via WebSocket in real time"
"websocket","WebSocketMessageTests","testWebSocketPing","TestGroups.WEBSOCKET, TestGroups.P2","0","ENABLED","WebSocket sends and receives ping frames"
